timestamp,trial_id,robot_name,scope,fusion_mode,map_name,attack_enabled,attack_region_name,attack_region_type,attack_region_frame_id,attack_region_mask_cell_count,geometry_match,ground_truth_topic,shared_map_topic,confidence_map_topic,frame_id,ground_truth_frame_id,width,height,resolution,origin_x,origin_y,true_occupied_count,false_occupied_count,missed_occupied_count,predicted_occupied_count,predicted_unknown_count,ground_truth_occupied_count,ground_truth_free_count,evaluated_cell_count,occupied_precision,occupied_recall,occupied_f1,occupied_iou,false_occupied_rate,missed_occupied_rate,unknown_rate,confidence_mean,false_occupied_mean_confidence,attack_region_mean_confidence,attack_region_false_occupied_mean_confidence,status
1783454783.846726,fake_obstacle,robot_2,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,35.625416468348405,63.410526315789475,8.66798418972332,21.0,timeseries
1783454785.6104007,fake_obstacle,robot_1,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,569,197,1605,766,12424,2174,12226,14400,0.7428198433420365,0.26172953081876726,0.3870748299319728,0.23998312948123154,0.016113201374120725,0.7382704691812327,0.8627777777777778,42.995244888254874,41.0507614213198,,,timeseries
1783454785.6104007,fake_obstacle,robot_1,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,42.995244888254874,41.0507614213198,12.41501976284585,86.83333333333333,timeseries
1783454785.8285253,fake_obstacle,robot_2,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,568,190,1606,758,12768,2174,12226,14400,0.7493403693931399,0.2612695492180313,0.3874488403819918,0.24027072758037224,0.015540651071486994,0.7387304507819688,0.8866666666666667,35.55243757431629,62.99473684210526,,,timeseries
1783454785.8285253,fake_obstacle,robot_2,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,35.55243757431629,62.99473684210526,8.66798418972332,21.0,timeseries
1783454787.607765,fake_obstacle,robot_1,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,569,197,1605,766,12430,2174,12226,14400,0.7428198433420365,0.26172953081876726,0.3870748299319728,0.23998312948123154,0.016113201374120725,0.7382704691812327,0.8631944444444445,42.939134569662386,41.0507614213198,,,timeseries
1783454787.607765,fake_obstacle,robot_1,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,42.939134569662386,41.0507614213198,12.41501976284585,86.83333333333333,timeseries
1783454787.8117409,fake_obstacle,robot_2,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,568,190,1606,758,12766,2174,12226,14400,0.7493403693931399,0.2612695492180313,0.3874488403819918,0.24027072758037224,0.015540651071486994,0.7387304507819688,0.8865277777777778,35.62719923918212,64.65789473684211,,,timeseries
1783454787.8117409,fake_obstacle,robot_2,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,35.62719923918212,64.65789473684211,8.66798418972332,21.0,timeseries
1783454789.6610231,fake_obstacle,robot_1,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,569,197,1605,766,12424,2174,12226,14400,0.7428198433420365,0.26172953081876726,0.3870748299319728,0.23998312948123154,0.016113201374120725,0.7382704691812327,0.8627777777777778,43.13507728894174,40.6497461928934,,,timeseries
1783454789.6610231,fake_obstacle,robot_1,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,43.13507728894174,40.6497461928934,12.41501976284585,86.83333333333333,timeseries
1783454789.8562987,fake_obstacle,robot_2,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,568,191,1606,759,12765,2174,12226,14400,0.7483530961791831,0.2612695492180313,0.3873167405386976,0.240169133192389,0.015622443971863242,0.7387304507819688,0.8864583333333333,35.49310180780209,61.94764397905759,,,timeseries
1783454789.8562987,fake_obstacle,robot_2,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,35.49310180780209,61.94764397905759,8.66798418972332,21.0,timeseries
1783454791.5936248,fake_obstacle,robot_1,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,569,197,1605,766,12423,2174,12226,14400,0.7428198433420365,0.26172953081876726,0.3870748299319728,0.23998312948123154,0.016113201374120725,0.7382704691812327,0.8627083333333333,43.12773549000951,40.6497461928934,,,timeseries
1783454791.5936248,fake_obstacle,robot_1,attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,7,6,13,13,703,20,696,716,0.5384615384615384,0.35,0.4242424242424242,0.2692307692307692,0.008620689655172414,0.65,0.9818435754189944,43.12773549000951,40.6497461928934,12.41501976284585,86.83333333333333,timeseries
1783454791.8082247,fake_obstacle,robot_2,whole_map,log_odds,shared_map,True,,,,,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,200,200,0.05000000074505806,-4.0,-4.0,568,192,1606,760,12766,2174,12226,14400,0.7473684210526316,0.2612695492180313,0.38718473074301296,0.2400676246830093,0.01570423687223949,0.7387304507819688,0.8865277777777778,35.4891846921797,63.380208333333336,,,timeseries
