timestamp,trial_id,robot_name,scope,fusion_mode,map_name,attack_enabled,attack_region_name,attack_region_type,attack_region_frame_id,attack_region_mask_cell_count,geometry_match,ground_truth_topic,shared_map_topic,confidence_map_topic,frame_id,ground_truth_frame_id,width,height,resolution,origin_x,origin_y,true_occupied_count,false_occupied_count,missed_occupied_count,predicted_occupied_count,predicted_unknown_count,ground_truth_occupied_count,ground_truth_free_count,evaluated_cell_count,occupied_precision,occupied_recall,occupied_f1,occupied_iou,occupied_iou_percent,false_occupied_rate,free_space_correct_percent,missed_occupied_rate,unknown_rate,confidence_mean,false_occupied_mean_confidence,attack_region_mean_confidence,attack_region_false_occupied_mean_confidence,status
1783475824.6450913,two_route,robot_1,final,log_odds,shared_map,True,,,,,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,280,120,0.05000000074505806,-6.5,-3.0,2177,1298,3406,3475,23771,5583,24113,29696,0.6264748201438849,0.38993372738670967,0.48068006182380213,0.31637843336724314,31.637843336724313,0.05382988429477875,94.61701157052212,0.6100662726132904,0.8004781788793104,24.047777560211475,36.88520801232666,,,final
1783475824.645112,two_route,robot_1,final_attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_1/shared_live_map,/robot_1/shared_confidence_map,map,map,280,120,0.05000000074505806,-6.5,-3.0,102,70,0,172,544,102,614,716,0.5930232558139535,1.0,0.7445255474452555,0.5930232558139535,59.30232558139535,0.11400651465798045,88.59934853420195,0.0,0.7597765363128491,24.047777560211475,36.88520801232666,17.265162200282088,48.08571428571429,final
1783475824.6451383,two_route,robot_2,final,log_odds,shared_map,True,,,,,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,280,120,0.05000000074505806,-6.5,-3.0,2178,1278,3405,3456,24923,5583,24113,29696,0.6302083333333334,0.3901128425577646,0.4819117158977763,0.3174464363795365,31.74464363795365,0.05300045618546013,94.69995438145399,0.6098871574422353,0.8392712823275862,18.206754772393538,32.683098591549296,,,final
1783475824.645152,two_route,robot_2,final_attack_region,log_odds,shared_map,True,fake_obstacle_1,circle,map,716,True,/map,/robot_2/shared_live_map,/robot_2/shared_confidence_map,map,map,280,120,0.05000000074505806,-6.5,-3.0,102,69,0,171,344,102,614,716,0.5964912280701754,1.0,0.7472527472527472,0.5964912280701754,59.64912280701754,0.11237785016286644,88.76221498371335,0.0,0.48044692737430167,18.206754772393538,32.683098591549296,44.319268635724335,51.91304347826087,final
